kp_0,kp_1,kp_2,kp_3,kp_4,kp_5,kp_6,kp_7,kp_8,kp_9,kp_10,kp_11,kp_12,kp_13,kp_14,kp_15,kp_16,kp_17,kp_18,kp_19,kp_20,kp_21,kp_22,kp_23,kp_24,kp_25,kp_26,kp_27,kp_28,kp_29,kp_30,kp_31,kp_32,kp_33,kp_34,kp_35,kp_36,kp_37,kp_38,kp_39,kp_40,kp_41,kp_42,kp_43,kp_44,kp_45,kp_46,kp_47,kp_48,kp_49,kp_50,kp_51,kp_52,kp_53,kp_54,kp_55,kp_56,kp_57,kp_58,kp_59,kp_60,kp_61,kp_62,kp_63,kp_64,kp_65,kp_66,kp_67,kp_68,kp_69,kp_70,kp_71,kp_72,kp_73,kp_74,kp_75,kp_76,kp_77,kp_78,kp_79,kp_80,kp_81,kp_82,kp_83,kp_84,kp_85,kp_86,kp_87,kp_88,kp_89,kp_90,kp_91,kp_92,kp_93,kp_94,kp_95,kp_96,kp_97,kp_98,label,posture_name
0.5988318,0.38939294,-0.45570973,0.18046133,-0.2780522,-0.8168359,0.83462715,-0.72636276,0.9004747,-0.107988454,-0.62973416,0.083801895,0.7458917,0.46444976,0.6131223,0.31756672,0.38455313,0.6983913,-0.500664,-0.021150073,-0.5575811,0.975336,0.8881187,-0.9211464,0.41115034,0.85049665,-0.6388493,0.13589045,0.8309766,-0.93210804,0.39484054,-0.405302,0.8487924,0.9421165,0.888533,-0.051571567,0.72408533,0.6890988,-0.36179906,0.65783095,-0.92598474,0.19253975,-0.5399823,-0.75886625,-0.8460936,0.39257756,-0.32025006,0.44953355,-0.8692873,-0.36941934,0.078982584,0.58144635,-0.362495,0.25178275,0.7719555,0.23172638,-0.53408104,-0.95119846,0.7401977,-0.9574612,0.74940336,0.05787427,0.8781354,0.5975665,0.9958682,-0.29857635,0.53437656,-0.19613817,-0.04024876,0.25501093,0.7473542,0.96816695,0.5365468,-0.16446644,-0.15728599,0.4751646,-0.5224457,-0.7790518,-0.2907557,-0.42552203,-0.40738377,-0.5327845,-0.9158136,-0.9642521,0.9754448,-0.14445373,-0.23134671,0.35929456,-0.56349224,0.8999224,0.57269,-0.821178,-0.16483845,0.7582366,0.889464,-0.065196976,0.22682278,-0.6659321,0.98233724,0,Standing
1.0935569,0.88546354,0.2992933,0.076340646,0.025377022,-0.53866035,-0.7492523,-0.55902755,-0.6271235,-0.25959906,-0.2997495,-0.88431466,0.12073868,0.76757175,0.8555046,-1.2370112,-0.6522095,-0.20751595,0.2042563,0.39204124,-0.6922082,-1.1721051,-0.55111885,-0.55236477,-0.9664325,0.18587987,0.16017242,-0.32091862,0.75492173,-0.46879992,0.89804584,0.77749616,0.911303,0.9714041,0.61903214,0.31048396,-0.6521176,-0.8260265,-0.18309358,0.11388584,-0.48049244,0.44684023,-1.21893,-0.83790755,-0.5596336,1.4931194,-0.84773827,0.70241386,0.46185628,-0.038826846,0.18481557,-0.8274203,-0.30438158,0.3560323,1.1991198,-0.46594346,0.75725996,-0.45074147,0.31690368,0.7011635,-0.67424446,0.41672596,0.67402667,-0.6077003,0.36028156,0.23722276,-0.04191411,-0.6827898,0.7617415,-1.3996388,-0.94150543,0.6516335,0.4543564,-0.32976228,0.4870165,1.3432766,0.63593405,0.6642684,0.9466017,-0.9872283,-0.42592373,0.93322104,0.96237236,0.26362705,0.82217455,0.26801142,0.07997076,-0.4297169,-0.7860387,0.5220558,-0.9287054,0.925984,-0.31625566,-0.55694777,0.8640562,-0.7949805,-0.9816152,0.37577143,-0.8643259,3,Aggressive
1.0528042,0.41634417,-0.8652988,-0.23690847,-0.3082339,0.24183103,0.93590885,0.7430736,0.9469779,-0.62907803,0.49930367,-0.7398275,-1.0687435,-0.95082617,-0.9557529,1.1117467,-0.022713618,0.5408148,0.89675206,-0.10819459,-0.45274666,0.16840965,-0.1476374,-0.09722595,-1.1301755,0.5896191,0.38736445,-0.4909879,-0.8352379,0.3609986,-1.3273576,-0.45348096,0.90172714,1.1945984,-0.1353304,0.8872318,-0.779221,0.2770519,-0.2048112,0.06982574,0.9679553,-0.18133199,1.3255726,-0.5400908,-0.5737906,0.36936742,0.30333364,-0.26294732,0.36915055,-0.053580187,0.9363869,0.99854106,0.73724633,0.5531937,0.5802649,0.68956643,0.522048,-0.04271475,-0.73751026,-0.93494767,-1.1334319,0.23330063,0.59307456,-0.010003621,-0.7653836,-0.7496284,-0.9541667,-0.1393882,-0.59895056,-0.024441,-0.87158215,0.1639428,-1.434154,0.5951182,-0.3792761,-0.44251654,-0.9767589,-0.85510623,-1.334113,-0.04012233,0.2000411,-1.0631357,0.38996378,0.72024477,0.58471316,-0.92076236,-0.038986105,1.4289255,-0.51590997,0.9733252,0.19418828,-0.002223693,0.23631147,-0.99150246,0.11929737,-0.9804583,-0.37063593,0.035423286,-0.824267,3,Aggressive
-0.29874614,0.77030694,-0.842843,-0.20615345,0.7143521,0.1350817,0.37892994,0.97392,-0.5996995,-0.66503483,0.8626457,0.2728605,0.41295144,0.7446636,0.8724245,-0.8960574,0.9237167,0.41812104,0.74193823,0.7513856,0.60345614,-0.3210996,0.76195675,-0.8397703,0.78963333,0.88046503,0.6345955,-0.09536343,0.82793754,0.052805323,0.46317905,0.96841806,-0.8792958,-0.5057935,0.87901276,0.7435671,-0.561572,0.75473404,-0.3262084,-0.6357642,0.8424118,0.31741557,-0.0036085672,0.9180199,0.43840355,-0.5430905,0.8800333,0.94958633,0.30065137,0.7963609,0.3604565,-0.85560316,0.8159308,-0.48463422,-0.07475409,0.8996869,0.45433813,0.48541304,0.8556983,-0.30813003,-0.25792247,0.72212666,-0.9197816,0.73406297,0.8646008,-0.12276916,0.45051533,0.83643514,0.7468465,0.8014037,0.9444793,-0.4463444,0.18470065,0.7337007,-0.5786756,0.24593316,0.7003116,0.46622604,-0.7368646,0.946229,0.81806505,-0.64063376,0.76336837,0.9427902,-0.6380461,0.70945567,-0.015444287,-0.50553787,0.76630384,-0.10938949,0.029634709,0.9658035,0.1859017,-0.67295223,0.75134766,0.93882465,-0.48373315,0.79599607,-0.34961987,2,Collapsed_Fall
0.5469462,-0.7382527,0.9396421,-0.09242092,-0.5278991,-0.8530065,-0.6604842,0.039547898,-0.32599366,0.65776676,-0.13822496,-0.50257146,0.23428997,0.41355443,-0.6659162,-0.66476154,-0.92665714,0.47280404,0.32760906,-0.05073825,0.6883409,0.6113403,0.17070873,0.7365426,-0.5883176,-0.7761608,-0.46050078,-0.8858263,0.062339056,0.8732114,-0.9213129,-0.75578016,-0.095601946,0.86775005,-0.3676878,0.014469617,-0.91685426,-0.7033136,0.9732602,0.9302374,-0.99012005,0.9036236,0.27823988,0.73583657,-0.090520285,0.031192057,-0.022306839,0.33372852,-0.72069746,-0.9400528,-0.3841401,0.4093615,-0.5962931,0.34686488,0.9398241,-0.8121986,0.34520423,-0.112499565,0.7362845,-0.6457004,0.3852519,0.67623055,0.88922846,0.36649606,-0.005650472,0.23569448,0.73780996,0.1412195,-0.93922585,0.8618974,0.3790535,0.35302678,-0.5686497,0.31777093,-0.21227118,0.30246595,-0.7868139,0.3156906,0.99882746,-0.9035759,0.9543484,-0.18618408,0.7415069,0.564771,0.13403252,0.47689843,0.75703114,-0.19171935,-0.34593368,0.33518678,0.6156919,0.5245703,0.5956273,-0.12883337,0.63566846,-0.75958186,0.08897819,-0.98848265,-0.35082835,0,Standing
0.33176816,-0.20765461,0.3909344,-0.9616285,-0.102612756,-0.52491176,0.43544263,-0.54546076,-0.85360813,0.6200176,0.3364256,0.2389807,-0.806857,-0.24042843,0.7266673,-1.2112956,-0.041636243,-0.94871587,-0.29409277,-0.23960876,-0.20235443,0.59587073,0.067205094,0.21581018,0.94052815,0.6259715,0.43624616,-1.3899639,-0.96353483,-0.60844404,0.10971572,0.29494944,0.7960611,-0.7279309,0.8540691,-0.8794652,-0.2517564,-0.29675463,-0.79715836,0.086263254,-0.48644686,-0.4302542,0.7057492,0.6060518,0.07832255,-1.3805954,0.22066757,0.43230134,-0.9888763,-0.1729018,-0.7562278,0.34904525,0.3622357,-0.6371233,-0.17742579,0.41809252,-0.7862462,-0.8703503,-0.48687443,0.9258537,-1.3050492,0.6119851,0.100453086,1.2443533,0.26630276,0.9028067,-0.41127202,0.6383777,0.76841295,-0.2683316,-0.57591033,0.22196198,-1.3526628,0.6797226,0.80004627,0.71573776,-0.5262589,0.561051,1.4765185,0.6452286,-0.15252349,1.4349031,-0.8089294,0.24771865,-0.5663747,0.17321692,-0.6639716,1.3834305,0.72559416,-0.5665204,-0.27703154,-0.95272285,0.283943,-0.33827037,0.09339482,-0.5361058,0.99495,0.18895267,-0.006466282,3,Aggressive
0.97557104,0.9375387,0.3902891,-0.19136247,0.84246844,0.43519554,0.38487232,0.8342272,-0.74321145,-0.7917807,0.99053437,0.15677384,-0.45167866,0.8225548,-0.8286835,0.78838176,0.9585162,-0.35325688,-0.5466872,0.9239338,-0.8611523,0.03811958,0.7320774,0.600713,-0.53257585,0.74769425,0.7601582,0.30175474,0.71124536,-0.3513325,-0.33399618,0.7105502,0.98827875,0.32367837,0.8813355,0.46130103,-0.06958877,0.7231012,0.12459363,0.91525054,0.740858,0.38000977,-0.5981326,0.77330256,-0.8066471,-0.099258125,0.8659965,-0.30485696,0.32982343,0.7686835,0.85435563,-0.5307158,0.8187728,-0.69516796,0.984967,0.80600154,0.07991426,0.6840666,0.81889063,0.24717137,-0.8217511,0.9787082,-0.74457306,0.65213525,0.9909096,0.4174894,-0.92767924,0.7217419,-0.47377485,-0.2797272,0.73315537,0.8739157,0.10760448,0.71640444,-0.20603697,-0.10559492,0.81629246,0.031358857,0.8387839,0.9553365,0.98431605,0.7028499,0.9399491,0.86119044,-0.7672672,0.8064367,-0.23875341,0.75594866,0.9252122,0.6118508,0.5800609,0.99369484,-0.8381614,-0.19403964,0.75818473,0.38990217,-0.30780056,0.9891652,0.28194416,2,Collapsed_Fall
0.6449611,-0.73495066,0.72402894,0.84551436,-0.025876163,0.21250588,0.5296196,-0.65032274,0.0051321527,-0.20267394,-0.707252,-0.26493114,-0.8636554,-0.9483762,-0.7296674,0.92623025,0.099059075,0.9316443,-0.13500424,-0.37636775,0.012283726,-0.12097662,-0.78867066,0.28165263,-0.5679236,0.23917592,0.3004022,-0.69595027,-0.87730074,0.5615232,-0.080399156,-0.8836724,0.9897326,-0.8844389,0.39007047,0.9673579,-0.52163976,-0.71550125,-0.7572301,-0.3934497,-0.79790837,0.38432267,-0.8754164,0.018844256,0.9933937,0.62794054,0.23043887,-0.38749275,0.24779168,0.054082926,-0.14783323,-0.7385793,0.77320844,-0.100430705,-0.61075497,-0.2644813,-0.1717405,0.6550758,0.46722877,0.5386098,-0.97793746,-0.167692,-0.037311696,-0.96161544,-0.4803736,0.52057964,-0.7257806,0.07062026,-0.56959623,-0.97575843,-0.5175971,0.95174754,0.60307425,0.9191533,-0.024291912,-0.7805276,0.095918976,-0.09124533,0.68871415,-0.80383486,-0.023517726,-0.69990265,-0.35064813,0.47471416,-0.047963742,-0.24822342,-0.21104744,-0.08110646,0.5700331,0.7841694,0.9106694,0.57380676,-0.36918622,0.3762694,-0.12479375,-0.49065876,0.68174314,-0.9231473,0.80352396,0,Standing
-0.07704507,0.27440295,0.31870785,0.79023546,0.27333936,0.22786717,-0.86669594,0.036816046,-0.69966197,0.47486752,0.024443842,0.36045557,-0.91665417,-0.83041596,0.43264678,-0.8558313,-0.85748655,-0.97578305,0.9130028,0.4750167,-0.29349717,-0.40692884,-0.30059355,0.54930705,0.3227412,-0.62960887,-0.6517813,-0.8032087,0.32060543,0.52874535,-0.46990713,-0.9581101,-0.83565664,0.9357201,-0.40911046,0.5384463,0.24932714,-0.23612072,-0.5886255,-0.7572272,0.23002593,0.5492676,0.2878085,0.060604267,-0.9160976,0.93697757,0.5974284,-0.41435593,0.9599407,0.20376317,0.16484532,0.49614635,0.62353957,0.31295723,-0.7438085,-0.323465,0.85616726,-0.5507688,-0.25566596,-0.13584623,-0.12119002,0.22587916,0.8861517,-0.5186146,-0.7569972,-0.605059,0.7738498,0.29162163,-0.42818642,0.6318939,0.72274,0.6930287,0.8378531,-0.49551797,0.51008385,-0.078921005,0.6839971,0.45698136,0.5528949,0.3123237,-0.64514244,0.09005384,0.9693395,0.8747761,-0.91365254,-0.67037034,-0.73654246,0.45195982,0.63557065,-0.57297724,0.0117053855,0.6814061,0.46560308,0.084474415,0.18069538,0.016721094,-0.40490308,0.13004398,0.3777706,1,Bending
0.7466458,0.2725827,0.5222431,-0.6798567,-0.07688505,-0.9813368,-0.5066423,0.45292342,0.9836199,-0.8016438,-0.19701137,0.60014194,-0.5919287,0.110169895,0.4661426,0.2319709,-0.62395054,-0.28923085,0.56758356,0.10845303,-0.98954076,0.52198154,-0.9293773,0.49146757,-0.5950389,0.91614693,-0.2641185,-0.34613678,-0.7022239,-0.38879156,0.7533015,0.9926687,-0.26338094,-0.10277874,0.44414186,0.77239156,0.18608867,-0.2169486,-0.17475632,0.3912363,-0.9935635,0.23917867,-0.28901398,0.58839464,-0.8140187,0.17640454,-0.03805422,0.28465104,-0.8702928,0.15996757,0.12296917,0.12132019,0.20697533,0.35293588,0.609978,-0.46035856,0.6500988,-0.0034886354,-0.8458834,-0.88289815,-0.33152336,0.56979394,0.41536188,0.5772299,0.034538113,-0.119602,-0.70509493,-0.3436145,-0.13196127,-0.82279915,-0.5587761,0.19645059,0.47132623,0.99669504,0.8662267,0.2851304,-0.15750389,0.27235472,0.57130325,-0.7633276,-0.18019022,0.6796046,-0.23233409,0.14374454,0.17553872,-0.6310475,-0.27552912,-0.3309774,-0.94760656,-0.95161647,0.6633941,-0.45385838,0.036157534,-0.40254885,0.8813585,-0.48140648,-0.14068638,0.7454605,0.68386716,1,Bending
